,sentence,target,type,hateSpeech
1874,মানুষ নামে জানোয়ার সালা জন্মদাতার গায় হাত দেয়,ind,slander,1
1875,মান্না ভাই সত্যি ওয়ান পিছ ছিলেন।কিন্তু হিজরা শাকিব হিজরাই রয়ে গেল।,male,gender_slander,1
1876,মার শালাকে,male,callToViolence_slander,1
1877,মাল খাইছে শালায় ডিম কি কাঁচা ছিলো,male,gender,1
1878,মালুর দেশ রেন্ডিয়া বলে কথা অসভ্য জাত অসভ্য ধর্ম,group,religion,1
1879,মাশরাফি তোর মারে আমি প্রথম চুদে রক্ত খরন করছিলাম। সেই চুদা খেয়ে তোর জন্মো হয়েছে মাগীর পোলা,female,slander,1
1880,মাসুদ রানা একটা বাল,male,slander,1
1881,মাহির দুধ ঝুলে পরছে,female,gender,1
1882,মিজানুর রহমান আজহারী বাই খুব সুন্দর ওয়াজ করে সালা তাহিরি বন্ড,male,slander,1
1883,মিজানুর রহমান আজহারী সটিক।।।।।। ভন্ড তাহেরী মাজার পুজারী কাফের।,group,religion,1
1884,মিজানুর রহমান হাজারী সেতো একটা কিরিস্টান তুই কি পাগল নাকি,male,slander,1
1885,মিডিয়া নাম্বার মাদার চোঁধ,group,slander,1
1886,মিণ্মি একটা মাগী,female,gender,1
1887,মিতিলা কে পতিতা পালটাই বে,ind,slander,1
1888,মিথিলা একজন পাকা বেশ্যা মাগী ওর ভোদায় বেগুন ঢোকাতে হবে,female,callToViolence_gender,1
1889,মিথিলা একটা খানকি মাগি কে কে একমত লাইক দিন,female,slander,1
1890,মিথিলা একটা বিশ্ব খানকি,female,gender,1
1891,মিথিলা একটা বেশ্যা,female,slander,1
1892,মিথিলা একটা ভাই রাল মাগি,female,gender,1
1893,মিথিলা কে কুকুরে ও চুদ বেনা ৃতার চরিত্র খারাপ ্তাহছান ভাল ছেলে তার জন্য্য এক দিন কাঁদতে কাঁদতে হবে,female,callToViolence,1
1894,মিথিলার খতি আরো মিথিলা টায় মাগি,female,gender,1
1895,মিথিলার মতন মাগী তাহসানের মতন ভালো ছেলেদের কে নষ্ট করে মিথিলা একটা মাগীবাজ,female,gender,1
1896,মিথিলার মেয়ে টা সৃজিত এর পিছন দিয়া হইছেই এজন্য মিথিলা এখন ভারজিন,male_female,gender,1
1897,মিথ্যাবাদী খারেজির বাচ্চা মুনাফিক,ind,religion_slander,1
1898,মিননি যদিও ভুল করে এক দু জনকে মারে বা মারায় এই নিয়ে দেশে তুল পার ছলছে কিন্তু এই কুকুরের বাচ্চা এম পির ছেলে সামবু না সেমপু সে তো পুরা দেশের মানুষকে মারতেছে এইটা কি মিডিয়া এবং সরকার দেখেনা ছি ছি ছি এই পায়খানার সরকার দিয়ে কি হবে দেশে যদি জনগণের রক্ষা কারি জনগণকে মেরে ফেলতে চায় তাহলে বাচাবে কে একমাত্র আল্লাহ ইনশাল্লাহ আল্লাহ যে দিন ধরবে সে দিন মুদির লুঙ্গির নিচে গিয়ে ও বাচাতে পারবেনা কুকুরের বাচ্চা সেমপু আমার মনে হয় তোরা কোন দরসিতার না জায়েজ এর সন্তান পাক বাহিনী ছলে গেছে কিন্তু তোর মত না জায়েজ ছেরে গেছে,male,slander,1
1899,মিন্নি একটা চুন্নি। সে নিজেও জড়িত।।,female,slander,1
1900,মিন্নি খানকি মাগিডারে যোনী দিয়া এসিড প্রবেশ করিয়ে রিমান্ড এ জিজ্ঞেস করা দরকার,female,callToViolence_gender,1
1901,মিন্নি বুদার বিতরে এসিট মারার এর বেশি বিগার চুদার আমার কাছে আয় দেখ কত বিগার আছে তর মিন্নি,female,callToViolence_gender,1
1902,মিন্নি মাগির বিচার চাই,female,gender,1
1903,মিন্নি মাগিরে ধইরা উলঙ্গ কইরা বাইরালে সব বলে ফেলবে ঐ মাগি ঘটনার মূল কারন,female,callToViolence_gender,1
1904,মিন্নি সহো ঐ সব জানোয়ারদের ফাঁসি চাই,female,slander,1
1905,মিন্নি হল মাগি তারকারণে রিপাত কে মারলো সবাই কে ফাসি ছাই,female,gender,1
1906,মিন্নিকে রিমান্ডে নিয়ে ওর ভোদায় আগুন লাগিয়ে দিলেই আসল রহস্য সব বাহির হয়ে যাবে।,female,callToViolence_gender,1
1907,মিন্নির ব্যাবারে নয়ন এর কনো দোষ ছিলো না মিন্নী একটা খাংকি মাগি,female,gender,1
1908,মিন্নী কে পতিতালয় পাটাও,female,gender,1
1909,মিন্নীর নয়নের সাথে গোপনে বিয়ে হয়েছে সরকারি কাজী এ বিয়ে সম্পন্ন করেন। এই শালী পরকিয়া প্রেমে জড়িত ছিলে। এই সব খারাপ মেয়ে দের কারণে এরকম ঘটনা ঘটে থাকে। এই শালীকে রিমান্ডে নেওয়া হোক,female,callToViolence_slander,1
1910,মিয়াঁ সাহেব বাপের পোলা সাদ্দাম ।খুশিতে ঠেলায় যা হয় ।ডিসি বলে কি ওনার দাঁড়াবে না তা কি হয় তদন্ত করতে গিয়ে এইবার রেডিমেট বাচ্চা সহ বের হইব ।তোকে কনডম মন্ত্রণালয় এর সচিব বানান উচিত,ind,slander,1
1911,"মিশা বড় বেয়াদব,,লুচ্চা নাম্বার ওয়ান।",male,slander,1
1912,মুদি একটা কুত্তা এর বিশ দাঁত ভেঙ্গে দিতে হবে,male,slander,1
1913,মুদি কে কুত্তার মতো মারা দরকার,male,callToViolence_slander,1
1914,মুদি মুদির মায়রে চুদি ছারতে হবে গদি মুসলমানদের চেতাইস না,male,callToViolence,1
1915,মুদি হলো কুকুর,male,slander,1
1916,মুদিকে এক কুকুর এর বাচ্চা সৌদির সরকার ও কুকুর এর বাচ্চা,male,slander,1
1917,মুদির পাচায় লাতি মার অমিতশার বিছির মধ্যে লাতি মার,male,callToViolence,1
1918,মুদির মিত্যুর না হলে চা ওয়ালা হিসাবে দেখতে চাই ওকে না খাবার দিয়ে মেরে দেয়া উচিত,male,callToViolence,1
1919,মুদির মুখে পটি করা উচিত,male,callToViolence,1
1920,মুনসিগনজের মাল আপনি,ind,gender,1
1921,মুরগি চোর সাহরিয়া কোন চেটের বাল এখানে সব গুলা নাস্তিক একটা লোক ছারা,male,religion_slander,1
1922,মুশফিক কে গালি দিলে কি হইছে। একটা কেমন বিয়াদবি। লোকটার কোনো দোষ ই নাই। এগুলো সব ছাগল। মুশফিকের ক্যাডার।,male,slander,1
1923,মুশফিক কোন চ্যাটের বাল পাবলিক গালি দিবে জুতা মারবে এতে কি সমস্যা,male,callToViolence_slander,1
1924,মুশফিকের জার্সি পরা হালায় ওই ছেলেটাকে চিপায় নিয়ে গিয়ে টাকা ফিটিং দিবে আমি শিওর,male,slander,1
1925,মুশফিকের ডিসিশান দেখলে মনে হয় গাঞ্জাখাই আবাল মিরাজরে ওপেনিং নামায়।,male,slander,1
1926,মুসফিক গরুর মতো চিল্লাইলো,male,slander,1
1927,মূল পয়েন্ট ছাড়া আজাইড়া চিল্লাইছে। বোনাস দিসসেটারও খোটা দিছে।।। বড় প্লেয়ার রা নিজেদের জন্য দাবিতে যায় নি তারা ভবিষ্যতে ছেলেরা যাতে ক্রিকেট কে একটা প্রফেশন হিসেবে নিতে পারে সেটা চাইছে। আর ম বিভাগের টাকা অনেক দেয়জনের উপরে দেয়সবচেয়ে বেশি দেয় বাল বথুয়া!!! যাতায়াত ভাড়া দেয় টাকা ম্যাচে যাতায়াত খরচ কি অনলি টাকা???আরও আছে ফিটনেস টেস্ট করাইতেছেন ফিট থাকার লাগবে সবার। এর উপর থাকা লাগবে। কিন্তু ট্রেনিং এর স্কোপ ঢাকা বাদে কোথাও কি আছে ফিজিওকোচ আদারস বালের ভুগোল বুঝায়।,ind,slander,1
1928,মেয়ে দুইটার পাছা আমার ভালো লেগেছে,female,gender,1
1929,মেয়ে নাম্বার মাগি,female,gender,1
1930,মেয়েরা সুদা দিলে মাগি হয়ে যায়। আর যে মাগি দেখলে লোভ সামলাতে পারে না। তাকে কি নামে ডাকা যায়।। মাগিকে নিয়া কমেন্ট করার আগে একভার চিন্তা করুন।,female,gender,1
1931,মেহেদি মিরাজ না পারে উইকেট নিতে না পারে রান নিতে বাল করতে দলে আছে,male,slander,1
1932,মোদি একটা শয়োরের বাচ্ছা তাই মোদির পক্ষ নেওয়ার প্রশ্নই আসে না,male,slander,1
1933,মোদি ও অমিত শাসকে জিবীত আগুনে পুড়িয়ে মারতে হবে যাতে ভারতে আর কোন দিন ঐ কুকুরের জ্বন্ম না হয়,male,callToViolence,1
1934,মোদি কে গুলি করে মারা উচিত ও একটা শিয়াল কুকুর হয়ে গেছে,male,callToViolence_slander,1
1935,মোদি কে জুতা মারো,male,callToViolence,1
1936,মোদি রাজনীতিবিদ নয় সে একজন হিন্দু মৌলবাদি সন্ত্রাসি আর অমিত সাহ একজন ব্দধ পাগল যা তার কথাবার্তায় প্রমান পাওয়া যায় এরজন্য মোদিকে সম্ভবত চরম মুল্য দিতে হবে যা ভারতের জনগনের জন্য অপমানজনক এই জন্য মানুষ বলে ডাক্তারের ভুলে রুগির ক্ষতি আর নেতার ভুলে দেশের ক্ষতি,male,slander,1
1937,মোদি শালা মাদারচোদ,male,slander,1
1938,মোদি শুয়োরের বাচ্চা,male,slander,1
1939,মোদিকে কুত্তার মতন পিটিয়ে মারা উচিত,male,callToViolence,1
1940,মোদিকে নিয়ে কুওার বাচ্ছারা খারাপ মণ্ডব্য করছে,male,slander,1
1941,মোদিকে লাথ্থির কাম শালা চায়ের দোকানদার মালুর বাচ্চা,male,religion_slander,1
1942,মোদির মুখে সবাই মুতে দেবেশালা সুরের বাচ্চা,male,callToViolence_slander,1
1943,মোদির শালা,male,slander,1
1944,মোদী অমিত শাহ মাদারচোদ শুয়োরের বাচ্চা এক দেশে দুই আইন কিভাবে হয়,male,slander,1
1945,মোদীর মুখে কুত্তার মুত,male,callToViolence,1
1946,মোল্লা সয়তান।,male,religion,1
1947,মৌলানা ঠিক এরা চার জন নাস্তিক,group,religion,1
1948,মৌসুমি আপু পরিমনি শাবনুর বুবলি ববি পপি মাহি পুনিমা সবাই কে চুদতে চাই,female,callToViolence,1
1949,মৌসুমির পাছা ও ভিতরের টা অনেক সুন্দর,female,gender,1
1950,যত সব আলতু ফালতু জাজবা নিয়া বইসা আছে মাদারচোদ,group,slander,1
1951,যত সব ভন্ড বাংলাদেশ ভণ্ড চিটিংবাজ বাংলাদেশ ভরে গেছে আমাদের পশ্চিমবাংলা টাকে বাংলাদেশের হিন্দুরা খারাপ দিকে নিয়ে যাচ্ছে,group,religion,1
1952,যত সব হাগল ছাগল।,ind,slander,1
1953,যতসব গাধার দল,group,slander,1
1954,যতোসব পালতু  / দালারের বাচ্ছা দালাল।,ind,slander,1
1955,যদি এই ক্যামেরা মেন ওকে ধরে জুতা পিটা করতেন তাহলে খুব খুশি হতাম এমন ছেলে ছিঃ ছিঃ জানোয়ার কোথাকার,male,callToViolence_slander,1
1956,যদি দাড়িওয়ালা হত তাহলে শয়তানা কামাল মুরগি কবির এরা টকশো শুরু করতো।,male,religion,1
1957,যার লজ্জা বলতে কিছুই নাই সে এই ইতর যার নাম তাহেরি নাকি তেহারি । জাহান্নামের প্রথম কাতারের লোক তাহেরি এই কথা যে পাগল সেও বিশ্বাস করবে তাহেরি নাকি তেহারি যে একজন ভন্ড।,male,slander,1
1958,যারা দেওয়ানবাগী হুজুরকে নিয়ে গালাগালি করছেন তাঁরা আল্লাহর মহা আজাব ওগজবের জন্য অপেক্ষা করেন। আল্লাহ বলেন যারা আমার অলীর সাথে শত্রুতা করে আমি আল্লাহ তার বিরুদ্ধে যুদ্ধ ঘোষনা করলাম হাদীসে কুদ্দুসী সুতরাং দেওযানবাগী হুজুর নন স্বয়ং আল্লাহর সাথে যুদ্ধের জন্য প্রস্তুত থাকুন। আল্লাহর সাথে যুদ্ধকরে টিকে থাকতে পারবেন ত?। আল্লাহ বলেন আল্লাহু ওলিউল্লাহজিনা আমানু অর্থাৎ আল্লাহ মুমিনদের অবিভাবক। আল কোরআন সুতরাং সারা বিশ্বের মানুষও যদি দেওয়ানবাগী হুজুরকে খারাপ বলে তাতে তার কিছুই আসে যায় না যদি তার মালিক তার পাশে থাকে। কারন কারো কথায় লোহা কখনো স্বর্ণ হয় না আবার স্বর্ণ কোন দিন লোহায় রুপান্তরিত হয় না।,group,callToViolence,1
1959,যারা প্রকাশে হত্যা করেছে তাদের কঠর বিচার চাই। এত খারাপ ভাষায় কোন দিন কারো সম্বন্ধে প্রতিবাদ করিনি। ভাল ভাষায় প্রতিবাদ করলে মনে হয় আমার আত্তা শান্তি পাবেনা। তাই নিজের মনকে শান্তনা দেওয়ার জন্য আজ অনেক খারাপ ভাষায় প্রতিবাদ করতে বাধ্য হলাম। কেউ পারবেন ওর ফ্রিজের যৌনাঙ্গে মধ্যে আগুনে পোরা লাল হয়ে যাওয়া গরম রড দুই ইঞ্ছি ঢুকিয়ে দিতে। এমন ভাবে ঢুকিয়ে দিবেন সে যদি না মরে যায় প্রশ্বাব করতে পারে এবং সারা জিবন সে যদি কোন ছেলের সাথে যৌন্য সংগম করতে না পারে। অপারেশনটি হবে ওষুধ খেয়ে বেহুস করে নয় নরমাল ভাবে। তাহলেই ন্যায় বিচার হবে। খানকি মাগি ন্যায় বিচার চাস আয় তোরে আমি ন্যায় বিচার দিমু। ভারত থেকে,group,slander,1
1960,যারা হুজুরদের সমালোচনা করে তারা তাদের মা বাবার জারজ সন্তান,group,slander,1
1961,য়ুই খাংকির পুলারেতো ফাসি দেওয়া ওচিত,male,slander,1
1962,যে এই ফিলিম বানাইছে সে একটা জারজ কারন হলো মলোভিদের অপোমান করেছে এই শয়তান,ind,religion_slander,1
1963,যে চ্যানেলটি কে বলছে আমি চৈতালি রায় কলকাতা থেকে বলছি এই কুত্তি এটা কলকাতার মোটেও নয় শুয়োরের বাচ্চা কলকাতার ভাষা কত পরিষ্কার হয় কলকাতার ভাষা শিখতে হলে তোকে আর দশবার জন্ম নিতে হবে বাংলাদেশের কোথা থেকে ইউটিউব চ্যানেল টা বানিয়েছিস আলতু ফালতু যত্তসব অসভ্য জানোয়ার গুলো ইউটিউব চ্যানেলে খবর পড়ছে জানে না কিছু শালী ভিখারি দেশের ভিখারী মাল,ind,gender_slander,1
1964,যে ছাগলগুলো অডিশনে জাজ করছে তারা সব্যসাচী স্যারও আসলে বাদ দিয়ে দিতো,group,slander,1
1965,যে থালায় খায় ঐ থালাটাই ছেদা করে দিলি যার দারায় দুনিয়াতে আশলি তাকেই মারছিস তুই শালা মানুষ না,male,slander,1
1966,যে দুনিয়ার আলো দেখিয়েছে তাকে মারতেছে মার শালা মাদারচোদ কে আরে ভাই তোমরা কি করতেছ মাদারচোদ কে মারতে পারতেছ না এক নাম্বার মাদারচোদ,male,callToViolence_slander,1
1967,যে যেখানে বশার জোজ্ঞো না তাকে শেখানে বশালো বাচ্চা পোলাটার কথা ফালতু মনে হলো।। এই সব হচ্চে কিয়ামতের আলামাত। তুমি তোমার আম্মুর দুদু খেয়ে আগে বর হও,female,gender,1
1968,যে সবসময় মিথ্যা বলে তার আর সত্য বলার সৎ সাহস থাকে না। বিদেশী জার্নালিস্টকে সাক্ষাৎকার দিতে শহীদুল আলমের মতো সৎ সাহস থাকতে হবে। জাফর ইকবালের মতো লোক তো মিথ্যা পক্ষে সাফাই গাইতে আর মিথ্যা ছড়ানোর জন্যেই জন্মায়। নর্দমার কীট নয় বরং নর্দমা।,male,slander,1
1969,যে হাত দিয়ে মেরেছে সেই হাত যদি আল্লাহ্ কেটে ফেলার মত টা রোগ দিত তাহলে বুঝত ছেলেটা,male,callToViolence,1
1970,যে হালায় কয় ভন্ড সে হালায় ভন্ড হাফিজুর রহমান ভন্ড না? সালারা তোদের চুলকাই তার বক্তো বেশি তাই,male,slander,1
1971,যেই গুলায় অডিসন নিতেছে এই গুলায় একটায় ও সুপার স্টার না ।এমন ভাব দরছে যে অরা নিজেরাই ফালাইতে পারে আর সবাই দইন্চা ।ব্যায়দবের দল,group,slander,1
1972,যেই মাগির বাচ্চাগুলো ডিজলাইক দিছে তারা দেওয়ান বাগি নামক খানকির পোলার মুরিদ।,group,slander,1
1973,যেই হাত দিয়ে মারছে সেই হাতটা পুড়ে ফেলা উচিত,ind,callToViolence,1
1974,যেই হাত দীয়ে মারলো সেই হাত কেটে পালাও,ind,callToViolence,1
1975,যেখানে হযরত মোহাম্মদ সঃ বাদে সব নবী রাসুল এবং সমস্ত উম্মাত গন বলবে ইয়া নফসি ইয়া নফসি সেখানে তর বাবায় কি করবে রে পাগল,ind,slander,1
1976,রমিন ফারহান হলো বিশশা মাগি।,female,gender,1
1977,রাগে রক্ত ফুটছে আমার সামনে পেলে কষে লাথি দিতাম,ind,callToViolence,1
1978,রাণুকে লাথি মারি,female,callToViolence,1
1979,রানু একটা আস্ত বারখি উন্সির খোমড় নেওয়া যায় না খোমড় মানে উনার মুখ টা,female,slander,1
1980,রানু ও রানুর মেয়ে দুটকেই ঘৃনা লাগে,group,slander,1
1981,রানু মন্ডল আগে গান গাইত রানাঘাট স্টেশনে এখন ওর মেয়ের বাড়াবাড়ির জন্য পরবর্তীকালে গান গাইতে হবে শিয়ালদার স্টেশন নিজের মেয়ে মাকে পথ দেখাবে কিনা শয়তানের মতন উঠে পড়ে লেগেছে গাঁড় মারবে বলে শয়তান কাকে বলে সাথী কে দেখলে বুঝা যাই যে শয়তান কেমন হয়,female,slander,1
1982,রানুদি কে আর কোনো গানে গাইতে দিয়া উচিত না জেইখান কুকুর সেখেনেই ফেলে রাখা উচিত,female,slander,1
1983,রানুদির মেয়ে একটি পাকা খানকি,female,slander,1
1984,রানুদীর মেয়ে কে মেরে ফেলা উচিত,female,callToViolence,1
1985,রান্ডি মাগী,female,gender,1
1986,রান্ডির বেটি রান্ডি বাজে খবর দিতে লজ্জা লাগেনা রান্ডি একজন মানুষের নামে মিথ্যাচার ছড়াচ্ছিস,female,gender,1
1987,রামের জন্মের কোন টিকান নাই এবং জন্মের তারিখ জানা নেই কিসের মন্দির,male,slander,1
1988,রাস্তার কুকুর রাস্তায়ই মানায়,ind,slander,1
1989,রাস্তার মাগী তুদের কোন কাম নাই,female,gender,1
1990,রুপা খাংকি রুপা রহমান বলবেন না খবরদার,female,slander,1
1991,রুবেল একটা খানকির পোলা তাই খাকির মত আচরণ,male,slander,1
1992,রুবেল একটা গাঞ্জা খোর দেখতে গাঞ্জুট্টি মত লাগে হালা একটা ফকিন্নির পু,male,slander,1
1993,"রুবেল বাইয়া আপনি তো একটি মেয়ের জীবন নষ্ট কললেন আপনার বুকে আল্লাহ খোদার ঠাডা গজোব পরোক,।",male,callToViolence,1
1994,"রুবেল হেপীরে লাগাইয়া জাইরা দিচোছ,,সালা মরলে বোজবে,?",male,slander,1
1995,রে খানকির পোলা তোর মায়েরে চুদদি মাগির পোলা মেয়েটাকে অসহায় ভাই তোরা এরকম শুরু করছো,male_female,callToViolence_slander,1
1996,রেডওয়ান খা তোৃর মায়েরে রাগ বরে চুদ,ind,callToViolence,1
1997,রেনডি তসলিমা নাসরিনের কথা না বললে খবর মন দিয়ে শুনতাম এই রেনডি তসলিমার কথা খবরের অগ্রো অংশে নিয়ে আসবেন না,female,gender,1
1998,রেশমি এলন খানকী মাগী,female,gender,1
1999,রেশমি মাগি আমার দনের দরকার তর,female,gender,1
2000,রেশমী এ্যালন তোমার নাইট কতো টাকা,female,gender,1
2001,রেশমী তোমাকে এক রাতে বিশ হাজার দেব,female,gender,1
2002,রেশমী মেয়ে নাকি মাগি,female,gender,1
2003,রেসমি তর হোগাটা দেখা সবাই দেখবহ,female,gender,1
2004,রেসমি তোর সোনা কাটলে এক লাইহবে,female,callToViolence,1
2005,রেসমি বেসসা,female,gender,1
2006,লম্বা চুল ওয়ালাকে পুটকি মারা যাবে,male,callToViolence,1
2007,লাখ টেয়া খরচ করি। তো মইয়া এঢা হাগল ওই গেচে।,female,slander,1
2008,লাথি দিয়ে খেদানো দরকার,ind,callToViolence,1
2009,লাথি মার মাদারচোদ দেরকে।মানুষ খাইতে পারেনা।হেরা লাখ লাখ টাকা দাবি করে।বন্ধ করেন বালের খেলা।যে বাল কাপ জিততেছে ওরা।সাধারণ মানুষের টাকা দিয়া ওদের বেতন চলানো হয় একটা কাপ উপহার দিতে পারে নাই।,group,callToViolence_slander,1
2010,লাথি মারেন মেরে যান। ভন্ড মাজারপূজারী,ind,callToViolence_slander,1
2011,লায়লার দুধ খুবই সুন্দর বড় গোলাকার দেখলে মাথা নষ্টো।,female,gender,1
2012,লাল পাঞ্জাবী ওয়ালা কে জুতা মারা দরকার মাহফিল বন্ধ করার জন্য বসে ছিল ও একটা পাক্কা মাজার পুজারী কবর পূজারী এখান থেকে এটাই বোঝা গেল,male,callToViolence_religion,1
2013,লুইচ্চা রা যেখানে সেখানে লুইচচামী করে এবং করতেই থাকবে এদের লাজ লজ্জা বলতে কিছুই নেই।,group,slander,1
2014,লুইচ্চামীর শেষ মাত্রা,ind,slander,1
2015,লুচা খানকির পোলা তুই তরে জুতা পেটা করা উচিত ছিল। আইনের লোক বেয়াই নি কজ করে এর কোন বিচার হবে মনে হয় না। এখানে তদন্ত করার কিছে ভিডিও আছে এটা ছবি না যে এডিএড করা এটা ভিডিও,male,callToViolence_slander,1
2016,লুচা খানকী ছেলে তোর মুখে যুতা মারি,male,callToViolence_slander,1
2017,লুচ্চা ডিসি র কোন দোষ নাই এটা বিএনপি র চক্রান্ত,group,slander,1
2018,লুচ্চা সাকিব এর কথা না বলে অন্ন্য কারও কথা বলেন,male,slander,1
2019,লুুচচা সাকিব খান,male,slander,1
2020,লেবড়া তোর চেলে হওয়ার যগ্যতা নেইরে গামের সবাই মিলে শালাকে পুতে দে,male,callToViolence_slander,1
2021,লোপা খানকিরে পিছা দিয়া পিটান হবে কে কে রাজি আছেন,female,callToViolence_slander,1
2022,শবনম ফারিয়া একটা আর ওর পাশের টা ওই খানকির পোলার নাম কি মাদারচোদ একটা,female,slander,1
2023,শয়তান বলে কি,ind,religion,1
2024,শয়তান হাত নামিয়ে কথা বল,ind,religion,1
2025,শয়তানটার মুখোশ উন্মোচন করে ভাল একটি কাজ করলেন ।,ind,religion,1
2026,শয়তানের দাদা জাপর,male,religion,1
2027,শয়তানের বাচ্চা কুত্তার বাচ্চা ফাঁসি দেওয়া দরকার,male,religion_slander,1
2028,শয়তানের বাচ্চা জাফর ইকবাল।,male,religion,1
2029,শয়তানের বাচ্চা রে জুতা দিয়া পিট,ind,callToViolence_religion,1
2030,শয়তানের বাচ্চারা তোরা ভালো কিছু বলতে পারস না খারাব কিছু মানুষকে শিখান লাগে না,group,religion,1
2031,শশুর এখন আগে প্রেম ছিলো ঐশোরিয়ার তখন তো ডান্ডা নিচে দিছে এখন ফ্রি রুমে এ আর কি,female,slander,1
2032,শাউয়ার গান বানায় খানকির পোলারা তোদের বাপ তোদের গোয়া মারে,male,callToViolence_slander,1
2033,শাওন মাহমুদ নামে একটা মাগি পাওয়া গেছে,female,gender,1
2034,শাকিব খানের সাথে তার নাকি চেহারার মিল দূর বলদ,male,slander,1
2035,শাকিব গেলো চিন্তা নাই মুশফিককে ওহ যাবে।।এরা মানুষ নই এরা কুত্তা।।।বালের মুসফিক এটা কোনো ।।,male,slander,1
2036,শাকিব চোর,male,slander,1
2037,শাকিব তো কুকুর,male,slander,1
2038,শাকিব সত্যি হারামি জানোয়ার শয়তান কারণ হলো অপু তার ধর্ম ছেড়ে মুসলিম হয়েছে,male,religion_slander,1
2039,শাকিবের লোচার ফাসি চায় বুবলীর ড়ায়নির বিচার চায়,male_female,slander,1
2040,শালা আবার কথা কয় কোন মুখে,ind,slander,1
2041,শালা আসলে একটা চাকমা পাপনের বাচ্চা পাপন বিসিবির প্রধান বলে শালাকে জুতা দিয়ে পেটানো দরকার,male,callToViolence_religion_slander,1
2042,শালা একটা নায়ক কে বলে হা হা হা,male,slander,1
2043,শালা একটা পাগল। হ্যাক হ‌লে কি হয় সেটাও জা‌নে না। হাস্যকর অযুহাত। এরকম ব্য‌ক্তি‌দের হ‌া‌তে জেলার নিয়ন্ত্রন কতটা যৌ‌ক্তিক হ‌তে পা‌রে,male,slander,1
2044,শালা একটা ফালতু নায়ক,male,slander,1
2045,শালা এজিদের বাচছা,male,slander,1
2046,শালা কটা বাইনচুদ,group,slander,1
2047,শালা কুকুর টা,male,slander,1
2048,শালা কুকুরের বাচ্চা তুই জারদ সন্তান হারামি কারন গালি দিলে কবিরা গোনাহ তরে পাইলে জুতা পিটা করিব শালা মাজার পুজারী সুন্নী শয়তানের দল আর রেজবী মানি কাফেরের দল,ind,callToViolence_religion_slander,1
2049,শালা কুততা,ind,slander,1
2050,শালা কুত্তার বাচ্চা,male,slander,1
2051,শালা কুত্তার বাচ্চারা কোথায় থাকে আল্লাহ তুমি এদেরকে ধ্বংস করে দাও শয়তানের দল,group,callToViolence_religion_slander,1
2052,শালা খবিশের বাচ্চা,male,slander,1
2053,শালা গর কোন কাজ নাই,group,slander,1
2054,শালা গাঁজাখোর মাদারচোদ,ind,slander,1
2055,শালা গুগলি মাইরা দিছে,male,slander,1
2056,শালা গুলাকে রাস্তাই ফালাইয়া মারা দরকার,group,slander,1
2057,শালা জানোয়ার পিশাচ,male,slander,1
2058,শালা তদের কারণে বাংলাদেশের এই অবস্থায়,male,slander,1
2059,শালা তাহিরি তোর মার ভাতার কটা,male_female,slander,1
2060,শালা তুই একটা শয়তান,male,religion_slander,1
2061,শালা তুই একটা শুয়োরের বাচ্চা ইউটিউব চালাস কেন শালা বানচোদ আবার সেই সিফাত উল্লাহ কে মানুষের মাঝে নিয়ে আসছিস কুত্তার বাচ্চা মানুষের কাজে আসে আমার ভিডিও বানা এসব বালছাল ভিডিও দিস কেন,male,slander,1
2062,শালা তুই ও তো বাল পাকনা।,male,slander,1
2063,শালা তুই না বিচারক তুর মধ্যে কি আছে মাসুদ রানার হুদাই বাল ছিড়তে লই আইছে তোগরে হেমারচোদা।,male,slander,1
2064,শালা তুমি কি মাপেছ কট্টারপুরি,ind,slander,1
2065,শালা তোর ছবি আর ভালো মানূষ দেখবে না,ind,slander,1
2066,শালা তোর তো এটা নিয়ে ভিডিও বানানোর কোনো মানেই ছিল না। তুই একটা নষ্ট। কে কি করল তোর শরীর এত চুলকাই কেন। আমার কাছে মলম আছে আমি তোরে মোলম লাগাইয়া দিমু। আরে ঐ মেয়েটা একটা নষ্ট মেয়ে। তুই ইইউ টুব খুলছ একটা ভাল কিছু ভিডিও বানানোর চিন্তা করবে। আর তা না করে এই সব ভিডিও বানাস। ছি ছি ছি ছি ছি ছি।,male,callToViolence_slander,1
2067,শালা তোর ফালতু এবং তোর মত বুয়াবাজ কুলাংগার ভঘভঘ কে শুনে রে,male,slander,1
2068,শালা তোরে সামনে পাইলে গুলি করে মারতাম,male,callToViolence_slander,1
2069,শালা পাগল চুদা,male,slander,1
2070,শালা পাগল হিজরা তকে পাগলা গারতে নেয়া দরকার,ind,gender_slander,1
2071,শালা পাগলের প্রলাপ !!! একটা এ্যাকশন নির্ভর ছবির বিষয়ে এই হালুয়া মার্কা জাজেরা কি জানে সারাজিবন ছোট পর্দায় কমেডি অভিনয় করে আসছে মাসুদ রানা কে খুজতে !! এরা তো ঠিক ভাবে কথাই বলতে পারে না হিরো নির্বাচন করবে কি করে,male,slander,1
2072,শালা পাঠা হিরো আলমের থেকেও খারাপ অভিনয় করে অথচ কথায় বড় বড় গল্প বাইনচুদের বাচ্চা,male,slander,1
2073,শালা পাপন কে সরালে সব ডিক হয়ে জাবে,male,slander,1
2074,শালা পাপন তুই বেশি বারছো,male,slander,1
2075,শালা ফকিন্নির পোলা!!!! আবার নাম রাখছে বন্ড,male,slander,1
