,sentence,target,type,hateSpeech
2214,তাহেরীকে আওয়াজ মজা নেওয়ার জন্য শুনি শিক্ষার কিছুই নাই,,,0
2215,তিন কুত্তার জন্য একটা বাঘ,,,0
2216,তুই কি হুজুর তুর ওয়াজের বয়স হইছেনি,,,0
2217,তুই তো নবি থেকে বের হয়ে গেছো হালার পুত,,,0
2218,তুই ফাযিল,,,0
2219,তুইএটাজানূআর,,,0
2220,তুইতো ইবলিসকে আছিস রে ভাই! তোর খোঁজ করছিল ইবলিস। তোর নম্বরটা আমি ইবলিসকে দিয়েদিলাম,,,0
2221,তুর কন্ঠের উপর ঠাডা পরবো,,,0
2222,তোর বাপে ভন্ড,,,0
2223,দুখখে আর কি বলবো এগুলা হাস্যকর,,,0
2224,দুনিয়ার বুকে যেন দেওয়ান বাগির বিচার হয় যেন টাডা পরে আললা তুমার গজব নাজিল করে দাও,,,0
2225,দেওয়ান বাগি কে জুতা মারো,,,0
2226,দেওয়ানবাগী ও তাহেরীর গালে জুতা মারো তালে তালে।,,,0
2227,দেওয়ানবাগী ভন্ডর ফাসি চাই,,,0
2228,দেওয়ানবাগীর মুরিদদের কথা শুনে আমার শরীরের রক্ত খালি টকবক করছে মনে হচ্ছে যদি ক্ষমতা বা এমন কোনো পাউয়ার আমার থাকত তাহলে দেওয়ানবাগী আর তার মুরিদদের গুলি করে মারতাম ?,,,0
2229,দেখেই বোঝা যায় যে কে ভন্ড কে আর আসল ইমাম,,,0
2230,দেয়ান বাগিরে জোতাদিয়া পাটয়,,,0
2231,ধন্যবাদ ভাই আপনাকে,,,0
2232,ধন্যবাদ ভাই এরকম একটা ভিডিও বানানোর জন্য,,,0
2233,নতুন পাগলের আমদানি হোইছে,,,0
2234,নবিজিরসাতেকােনােকিছুরতুলনাচলেনা,,,0
2235,নাউজুবিল্লাহ।কত মানুষ এর পাল্লায় পরে ঈমান হারায়,,,0
2236,নাছতীক,,,0
2237,নারকেল গাছের মাথায় ঠাডা না পড়ে এদের মাথায় কেন পড়ে না,,,0
2238,নাস্তিকদের যুক্তি খুবই দুর্বল।,,,0
2239,পীরের নামে অনেকে ব্যবসা করে পেট চালাচ্ছে। তাদের ভন্ডামিতে পা দিলে ধ্বংস হবে।,,,0
2240,পোলাপানের লিঙ্গজ্ঞান হয় নাই ওয়াজ করতে আইছে। আল্লাহ রহম করো,,,0
2241,ফাজলামি একটা শিমা থাকা উচিত,,,0
2242,ফাযিল পর্যন্ত লিখাপড়া করে ফাজলামি এর উপর উচ্চ শিক্ষা লাভ করে এক বড় আকারের ফাজিল হয়। এই কথাগুলো তে কি ফাযিল শিক্ষা কে অফেন্ড করা হচ্ছে না?আশা করি নেক্সট ভিডিও গুলোতে খেয়াল রাখবেন বিষয় গুলো।,,,0
2243,বক্তা মিথ্যাবাদী ওনাকে গণধোলাই দেওয়া উচিত কুরআনের মাহফিলে বাজে মন্তব্য করে কেন?,,,0
2244,বক্তা সত্যিই বলছেন মাজার পুজারীকে চল্লিশ দিন মসজিদে গিয়ে জাম্মাতের সহিত নামাজ পড়তে বলুন ।ইনশাআল্লাহ ওনি আর মাজার পুজারী থাকবে না,,,0
2245,বক্তার উচিত কথায় মুর্তিপুজারীদের গা জ্বলে উঠছে।,,,0
2246,বন্ড হুজুরদের জন্য মাহফিলে এমন অবস্থা হয়।,,,0
2247,বস চালিয়ে জান,,,0
2248,বসেন বসেন‌ বইসা যান এ কেমন জিকির,,,0
2249,বহু ভন্ড হুজুর ও আছে তাই বলে সকল হুজুর খারাপ না। তেমনি এভাবে সকল ওলিদের কে খারাপ বলা ঠিক নয়। আলেম ওলামাদের এভাবে বিতর্কিত ওয়াজ করা ঠিক নয়।,,,0
2250,বাচ্চা পোলাপাইন সব টাকা কামানোর ধান্দা যত সব,,,0
2251,বাজনা টা না দিলে হয়না ভাইয়া,,,0
2252,বাবুনগরী নাকি সব সুর সুর করে বলে দিয়েছে এই জানুয়ার মুরগী কবির কিভাবে ডাহা মিথ্যা কথা বলে যাচ্ছে,,,0
2253,বাবুরে হেতের কথার কি ডায়লগ,,,0
2254,বাংলাদেশে বেশিরভাগ ক্ষেত্রে মাজার পুজো করে আবার নকল কাবা শরীফ তৈরি করে হজ করছে আবার নিজেকে নবি বলে দাবি করে,,,0
2255,বিয়াদব কোথাকার।।আগে শিক্ষিত হ তারপর বক্তব্য দে।,,,0
2256,ভন্ড তাহেরী পীর এর কি বিচার সরকার করবেন না,,,0
2257,ভন্ড নবী ও ছিল হুজুর এ পাক এর আমলে। তো ভন্ড পীর কেমনে থাকবেনা । তবে কোন যায়গা সম্পর্কে না জেনে কোন সত্য পীরেরনামে যদি কুকথা বলে তাও ভন্ডামী ও এক ধরণের গীবত ।,,,0
2258,ভন্ডামি তাহেরি,,,0
2259,ভন্ঢো তো ভন্ঢো,,,0
2260,ভাই আপনাকে অনেক ধন্যবাদ ওকে ফাঁসি দেওয়া উচিত,,,0
2261,ভাই আপনাকে ছেলুট,,,0
2262,ভাই আপনার হয়ে গেলাম।,,,0
2263,ভাই আমার মনে হচ্ছে। এই রকম ইমান হারা না হয়ে। ভারতের হিন্দু হাতে মরা ভালো। ভারতে এই রকম মাল আছে। কিন্তু ওদের কাছে বাচ্চা। আমরা অনেক ভালো আছি,,,0
2264,ভাই বেয়াদব দের ভিডিও আপলোগ কেনো করেন আপনি খুব ভালো না ভাই,,,0
2265,ভাই মুসলিমদের মান আল্লাহ রাখবেন কে কে একমত ।,,,0
2266,ভাই। সত্যকে প্রকাশ করার জন্য ধন্যবাদ। সামনে আরো এগিয়ে যান ভাই।।।,,,0
2267,ভাইয ভিডিও করলে হবে না এদেরকে বাংলাদেশ চারাতে হবে????,,,0
2268,ভালো আপনার সব গুলা ভিডিও অনেক কিছু বুজার আছে,,,0
2269,ভিডিও টি খুবি সুন্দর হয়েছে ধন্যবাদ এত সুন্দর একটি ভিডিও বানানোর জন্য কিন্তু কিছু জিনিস ভুল আছে হাফিজুর রহমান সাহেব যে হেলিকপ্টার এ উঠার কথা গুলো সত্যি ঐ টা নিয়ে আমারও চুলকানি ছিলো কিন্তু দেখতে পেলাম উনার মাদ্রাসার সামনে বড় করে পোষ্টার নাগানো হুজুর হেলিকাপ্টারে কিরে মাহফিলে যান না পরে এর সম্পর্কে জানতে চাইলে উনার একজন সাথী জানালেন মানুষ এর জোড়াজোরি তে বাধ্য হয়ে নাকি জেতে হয় আর চরমোনাই এর পীর সাহেব টাকা যে নিচ্ছেন ঐ টা মাদ্রাসার কাজের জন্য একটি মাদ্রাসার মাহফিলের ভিডিও ঐ টি আর আশা ছিলো টিভির বক্তাদের নিয়ে কিছু বলবেন যারা বলে কোরআন এ ব্যাকারন গত ভুল আছে জারা যাকাত খেয়ে খেয়ে সামান্য ডাক্তার ও কোটি টাকার মালিক হয়।,,,0
2270,ভ্রান্তির বেড়াজালে না গিয়ে মুক্ত মনে সত্য কে উপলব্ধি করে জনসমক্ষে প্রচার করার জন্য আপনাকে অশেষ ধন্যবাদ প্রিয় দিভাই।,,,0
2271,মজা,,,0
2272,মজা আর মজা,,,0
2273,মদনা।ঘরে মদনা।তাহেরী।হুজুর তুর।বাপের চাইতে সিনিয়র,,,0
2274,মাওলানা জার বলছে সব ঠিক বলছে,,,0
2275,মাছিহ দাজ্জাইল হোলো দেওয়া বাগী,,,0
2276,মাজার পুজারীরা মুশরিক।,,,0
2277,মামুনুর হক আপনি আপনার বতব্য চালিয়ে যান নাচতিক দের বলে যায় ইসলামের বিরিদিতা করলে পিঠের থাকবেনা সে এমপি হোক তার গডপাদার হোকনা কেন আমাদের ডাকবেন,,,0
2278,মাশআল্লা আল্লাহ তোমাদের কে হায়াত দেক বেশি,,,0
2279,মাশা আল্লাহ আজান টা হৃদয় ছুয়ে গেছে,,,0
2280,মাশাল্লাহ হক কথা বললেন,,,0
2281,মিজানুর আজহারি কে বড় করতে গিয়ে কিছু হককানি আলেম দের দুশর করলি কেনো জেমন ইলিয়াচুর রহমান জিহাদি নুরুজজামান নোমানি এরা হককানি আলেম,,,0
2282,মিজানুর রহমান আজহারী ভাই নিয়ে করা ঠিক না,,,0
2283,মিজানুর রহমান আজহারী হজুর আমাদের অহংকার,,,0
2284,মিজানুর রহমান আহাজারী আমার খুব প্রিয় একটা মানুষ,,,0
2285,মিজানুর রহমান বাংলাদেশের গৌরব। মিজান ভাই আপনাকে ভালো বাসি আমরা।,,,0
2286,মিজানুর রহমান হুজুর সত্যি ভালো একজন আলেম কিন্তু সে তো মাঝে মাঝে নবী স এর মিলাদ কে মানে না সে একটু হাদিস ভালো করে পরুক কারণ বেশি ভালো বলে দেখে সে বারবার বুল করনে,,,0
2287,মিজানুর রহমানকে নিয়ে এরুকুম বলবেন নাম।আমি বছরের মেয়ে। আমি মিজানুর রহমান আজহারির ওয়াজ শুনি তাই বুজলাম আপনারা মিথ্যা কথা বলছেন,,,0
2288,মুরগি চুর,,,0
2289,যখন চারটা কুকুড় একজন মানুষকে কামড় দিতে চায় তখন মানুষটি আল্লাহু আকবর বলে এগিয়ে যাবে ইনশাল্লাহ!,,,0
2290,যতো ভন্ড সব বি বারিয়া,,,0
2291,যত্তগুলা আন লাইক দিছে সবগুলা ভন্ড দেওয়ানবাগীর ভক্ত!,,,0
2292,যারা ইসলাম ও আলীম কে সম্মান দিতে জানেনা ওদের সাথে বির্তক করার চেয়ে বিধর্মীদের সাথে বিতর্ক করা ভাল তারা ইসলাম ভাল করে চিনে কিন্তু মানে না।,,,0
2293,যারা দেওয়ানবাগী হুজুরের বিরোধিদা করে তারা সাবধান হন ধংস হবে তারা কারন বর্তমান যুগের ইমাম অলিদের বাদশা সৃফি সম্রাট দেওয়ান বাগী হুজুর কেবলাজান,,,0
2294,যাহারা এই বাচ্চা পোলা পানের ভিডিও দেখে আত্মহারা হচ্ছেন। তারা বোকার স্বর্গে আছেন। দেওয়ানবাগী কোন কাজ ইসলাম বিরোধী করছে না। আপনারা ফালতু পোলাপানের ভিডিও দেখে নিজের ঈমান নষ্ট করবেন না। সুরা বাকারার নং আয়াতে যে কথা বলা হয়েছে যে আল্লাহ বনী ইসরাইলের নিকট তাবুক নামক একটি সিন্দুক পাঠিয়েছে। সেই সিন্দুকের মধ্যে সকল নবী রাসুলের ছবি মোবারক ছিল। যাহা ছিল খুবই বরকত ময়। । ঐ খানে বিস্তারিত নাই। তাই আপনারা বুঝতে পারছেন না। আগে জানুন তারপর মানুন। ছোকড়া পোলাপানের কথায় শুধু হু হু করিয়েন না। দেওয়ানবাগী আল্লাহ পাকের জাত পাকের উপর খন্ড তাফসীর লিখেছেন। এছাড়া কোরআনের আলোকে সম্পূর্ন জীবন বিধান রচনা করছেন। তিনি ইসলাম ধর্মের অসংখ্য সংস্কার করেছেন। তার সন্তান সহ জামাই ও নাতিরা ইসলামের উপর পিএইচডি ডিগ্রী অর্জন করিয়াছেন। তারা কোন কর্ম ইসলামের বিরুদ্ধে করিতে পারে না। যারা তার বিরুদ্ধে অপপ্রচার করে ধর্মের ক্ষুদ্র জ্ঞান দিয়ে তার বিরুদ্ধে মিথ্যা ভানোয়াট কথা বলিয়া সাধারণ মানুষকে ধোকা দেয়। তারা ইউটিউব চ্যানেল ব্যাবসার কাজে লাগিয়ে অর্থ আয় করছে। তার ব্যাপারে না জানিয়া হুজুগে নাচিয়েন না। কোন ব্যক্তির বিরুদ্ধে মন্তব্য করতে হলে নিম্নে দিন তার নিকট অতিবাহিত করতে হয়। আপনারা না জানিয়া তার বিরুদ্ধে বাজে মন্তব্য করছেন। ইহা ঠিক নয়। একমাত্র দেওয়ানবাগী হুজুর রাসুলের সঠিক ধর্মকে জগতের মাজে তুলে ধরছেন। আপনারা তার কাছে গেলে বুঝতে পারবেন। ধন্যবাদ সকলকে।,,,0
2295,যুক্তিক।,,,0
2296,যে গুলা এই ভিডিওতে ডিস লাইক দিছে ঐ গুলা দেওয়ান বাগির পুতাইত,,,0
2297,যেই বয়সে ইসলাম বুঝার কথা সেই বয়সে ইসলাম বুঝাতে আসছে তবে ভাই তুমি আগে ইসলাম ভালো করে বুঝতে চেষ্টা করো আরো ভালো হবে তুমি তুমার পড়া শুনা শেষ করো মানুষকে বুঝানোর জন্য সামনে আরো অনেক সময় পাবে,,,0
2298,লাওরা করো তুমি,,,0
2299,শিশু বক্তা দিয়ে ওয়াজ করাই না আর এটা ভুল ওর নাক চাপ দিলে দুধ বের হয় য়া বলবে সব মুক্ত আর এটা কিয়ামতের আলামত,,,0
2300,সব গুলাই নাস্তিক।,,,0
2301,সব ভণামি,,,0
2302,সব মাজারি বেদাতি,,,0
2303,সবার উদ্দেশ্য করে বলছি যারা ভুলভাল ভাবছেন ভাই হুজুর দেখতে ছোট তাই বলে শিশু বক্তা নয় উনি হাফেজ এবং আলেম উনার সনদ এর ভিডিওটি আমি নিজে দেখেছি।হাজার হাজার আলেমের সামনে অই সনদ এর দিন উনি বক্তব্য দিয়েছিলেন আমার ইউটিউব হিস্টুরিতে এখন সেই ভিডিও টি আছে।,,,0
2304,সম্মানিত ভিউওয়ার্স ভাইদের বলছি এই এডমিন ইউহুদি কৃষ্টানদের দালাল এরা ভিডিও এডিটিং করে হযরত দেওয়ানবাগী হুজুরের নামে দুষারুফ করা এই এডমিনরা এই রকম ভিডিও বানাই তাদের ভিউওয়াজ বারানু এবং মহান আল্লাহর বন্ধুদের বিরুদিতা করা আর বাস্তব দেখুন দেওয়ানবাগী হুজুর হযরত মা ফাতেমা রাঃ কে মা বলেই ঢাকেন সুধু তা নয় খাতুনে জান্নাত হযরত মা ফাতেমা রাঃ বলে ঢাকেন এবং সবাই কে ঢাকতে বলেন খাতুনে জান্নাত হযরত মা ফাতেমা রাঃ ত বৎসর পূর্বেই ওফাত হয়েছেন দেওয়ানবাগী হুজুর হযরত মা ফাতেমা রাঃ কে এখন পাবেন কই এই কথা পাগলে ও বুঝবেনা আপনারা কি বাবে বুঝেন আমার মনে হয় আপনাদের মাথায় সমস্যা আছে ভাল ডাক্তার দেখান,,,0
2305,সামার পো,,,0
2306,সাহাবি দের নিযে কথা বলে ওর মাইরে বাব,,,0
2307,সূফী সম্রাট দেওয়ানবাগী হুজুরের শিক্ষা নিয়ে আলোচনা জানতে হলে দেখুন,,,0
2308,সেই মুনাফেক যে অশ্লীলভাবে গালাগালি দেয়। সহিহ বুখারী হাদিস নং আল্লাহ তা'আলা অশ্লীল এবং কটুভাষীকে অবশ্যই ঘৃণা করেন। সুনান তিরমিজী হাঃ নং ইসলামে গালিগালাজ সম্পূর্ণ নিষিদ্ধ। আর অশ্লীল গালিগালাজ মুনাফিকির একটি বৈশিষ্ট্য।,,,0
2309,হা হা হা বিনোদনে ভরপুর।,,,0
2310,হা হা হা মজা পাইলাম,,,0
2311,হাফিজুর রহমান সিদ্দিকী একটা ভন্ড।,,,0
2312,হাফিজুর রহমান হক্কানী আলেম তোমাদের যুক্তি আর ভাষায় বুঝা যায় তোমরা বন্ড বেদাত বেয়াদব,,,0
2313,হায়েরে বাংলার মানুষ তোরা এতোটা অবুজ তোরা কি ভাত খাস নাকি গাস খাচ এসব কি করে বিসাস করোস,,,0
2314,হাসতে হাসতে শ্যাস,,,0
2315,হুজুর আমি অনেক ভালো হতে চাই আমার খুব ইচ্ছা যে ঘরে বসে খালি এবাদত করি কিন্তু আমার জপ করতে হবে কারন আমি বড় অসহায় ছোট আর অল্প বয়সে থেকে লাইফটা এমনি কঠিন হয়ে গেছে এই বয়সে এতো টেনসন সামলাতে পারি না আর যেটুকু টাইম পাই হুজুর আমি এবাদত করি আবার শরীল বেশি ভালো না তাই কষ্ট টা আমার জন্য কঠিন হুজুর মাঝে মাঝে শক্তি যে আর কুলায় না আর বড় একা লাগে হুজুর কিন্তু আমার এই এবাদত ভালো লাগে না বাইরে যেতে হয় মনে হয় একটু সুখের আলো বাসায় বসে থেকে এবাদত করতে পারতাম হুজুর আপনি কিছু মনে করবেন না মনে হলো আপনাকে এসব বলি কারন আমার কষ্ট এবাদত আল্লাহ হয়তো কবুল করছেন না তাই আপনি এটা একটু বলবেন যে আমাকে যাতে মাফ করে দেন আশা পুরন হয় যাতে,,,0
2316,হুজুর টিক বলেছেন,,,0
2317,হুজুর তোমার কাছে আমার প্রশ্ন কোনো হাদিস কোরআনে আছে কি কারো গিফত করা পারলে নতুন কিছু বলো কারো গিফত করা ভালো না,,,0
2318,হুজুর ভালো কথা বলছে,,,0
2319,হুজুর সঠিক কথা বলছে,,,0
2320,হুজুর সঠিক জবাব দিয়েছেন তার পর ও ওয়াহাবীদের হেদায়াত হবে না কারন এদের জন্য আমার নবীর লানত আছে তাই এরা চিরদিন গোমরা তাকবে।,,,0
2321,হুজুরদের নিয়ে ভিডিও করে সবাই ভাইরাল হয় রে,,,0
2322,হুজুরের কথাটা সত্য সত্যিই তারা পীর অলী আউলিয়া কোরআনের দাওয়াত দিতে এসেছিলেন,,,0
2323,হুমায়ুন আযাদের সব লেখা আপনি পড়েননি,,,0
2324,হেতার জম্ন হল কবে আবার ওয়াজ করে। হেতার কথা শুনলে মনে হয় বয়স,,,0
2325,হেফাজতিদের কি ব্রেন হা হা হা তা আবার জাকিরের বিরুদ্ধুতা করে।,,,0
2326,কে কে আমার মতো সত্যকে ভালোবাসেন।লাইক দিয়ে যান।,,,0
2327,অই সালা কাদির সালা চোরের মত কতা বলস কেন সালা আওয়ামিলীগের দালা,male,slander,1
2328,অপু কে ঝারু পিটা করা উচিত মিথ্যা কথা বলার জন্য সে একজন পতিতা ওবায়দুল এর বেড পার্টনার,female,callToViolence_gender,1
2329,অপুকে পতিতার মতো লাগে খানকি মাগি,female,gender,1
2330,আওয়ামীলীগ আর হাসিনা বাংলার ফেরাওন আর ছাগল কাদের কাওয়া,female_group,slander,1
2331,আগামীতে উনাকে ট্রাফিক পুলিশের কাজ করবে বলেই উনি মাঠে নেমেছেন সালা চোরের বাচ্চা,ind,slander,1
2332,আমার বালের আওমিলিগ দালাল মাদার ছুদ কাউয়া মন্ত্রীর ওবায়দুল কাদের,male,slander,1
2333,আমার মাতায় কাজ করেনা আপনারা এত লোগ এই মাছুদা গীগ কে পিছে পেলানো দর কার,group,slander,1
2334,আমার সালা ওবাইদুল কাদের পোকির? মাগির চুদিয়া।,male,slander,1
2335,আয় হালারপুত আওয়ামী লীগের পা চাটা গোলাম,male,slander,1
2336,আরে ভাই এরা তো ছাত্রলীগ না তারা হলো কুত্তালিগ তাই কুত্তার মত আচরণ যত দিন হাছিনা কে ক্ষমতা থেকে সরানো যাবেনা তত দিন বাংলাদেশের মানুষ নির্যাতিত হবে এই সব সস্ত্রাসীর হাতে ।,group,slander,1
2337,আরে হিন্দু শালিকে ভারতে পাঠানো হোক মোদিরের কাছে।,female,gender_religion,1
2338,আস্ত পাগল একা একা ঘেউঘেউ করেই যাচ্ছে আবার বলে সময় দিচ্ছে না।,ind,slander,1
2339,ইউটিউবার এর মাইরে বাপ খানকির পোলার কথার সাথে কাজের মিল নাই ওবায়দুল কাদের কি ধরা খাইছে সেটা তো দেখালি না খানকির পোলা,male,slander,1
2340,এই জারজ লিগ কে যে জরমো দিছে তারা নিচ সনদেহে পতিতার বাচচা,group,slander,1
2341,এই ডান্ডি রেনডির বাচ্চা কে কুততা দিয়ে চুদার দরকার,ind,callToViolence_gender,1
2342,এই মাদারচুদ হল একটা নাস্তিক। খাংকির পুত। তার জন্মের কোন ঠিক নেই।,ind,religion_slander,1
2343,এই মাদারচোদ অপু কোথায়,ind,slander,1
2344,এই হলো হারা মি দেশ।,group,religion,1
2345,এটা শিক্ষক না এটা খানকিৱ ছাওয়াল এ শিক্ষক জাতিৱ কলংক এৱ মুখে মুখে লাথি মাৱা দৱকাৱ,male,callToViolence_slander,1
2346,এটাও কুকুরের বাচ্চা এই স্যর,male,slander,1
2347,এমন লীগ রে ধরে ধরে ডাস্টবিনে ছুড়ে মারো,group,callToViolence,1
2348,ওই মাগী কাদের গলাটফেরেন,female,gender,1
2349,ওবাইদুল কাদের একটা।ভোদার।মাথা,male,slander,1
2350,ওবায়দুল কাদের তোর মায়রে চুদি অজুগ্গ মন্ত্রী চুন্নী হাসিনার দালাল।আর ইন্দুনীরে এই টকসুতে চুদিব।,male_female,callToViolence,1
2351,কাউকা কাদের,male,slander,1
2352,কাউয়া কাদের কার সাথে কার তুলনা। কোথায় তালের বিচি আর কোথায় ফেলের বিচি।।,male,slander,1
2353,কাউয়া কাদের সাহেব একজন সেতু মন্ত্রী রডের বদলে দেওয়া হয় বাঁশ সিমেন্টের জন্য দেওয়া হয় কাঁদা মাটি উদ্বোধনের আগেই ব্রিজ ভেঙে যায় বুঝতেই পারছেন এতো দামি ঘড়ি গুলো কোথায় থেকে এসেছে ???,male,slander,1
2354,কাউয়া কাদেরকে বাদ দেওয়া উচিৎ।,male,slander,1
2355,কাউয়া কাদেরের ইলিগেল বউ মনে হয় এটা তাই এতো সম্মান সম্মান মারায়!এই কুত্তার বাচ্চায় কার সাথে কার তুলনা করে?,male,slander,1
2356,কাউয়া কাদেরের সাথে দেশ মাতা খালেদাজিয়ার সাথে তুলনা।পাগল,male,slander,1
2357,কাউয়া বাংলা কথা বলতে পারে কেনো,ind,slander,1
2358,কাঊয়া কাদের হলো একটা হিজড়া এবং নাস্তিক এই হারামির কাছ থেকে আর কি আশা করা যায়? যাকিছু করতে যায় সবই লোক দেখানো সে মনে করে পাবলিক বুঝেনা কত বড় বোকা সালা আমি যেখান থেকে দেখছি সে যে কোথায় গিয়ে গা ডাকা দিবে আমার জানা নেই যেখানেই পালিয়ে যাক না কেন তাকে বের করে ইচ্ছেমত পেঠানো হবে সেই সময় আর বেশী দিন নয়,male,callToViolence_gender_religion_slander,1
2359,কাওয়া কা জনগনে টাকা খাও,ind,slander,1
2360,কাওয়া কাদের সাথে বেগম জিয়ার তুলনা শুনতে ও লজ্জা লাগে হায়রে বাংলাদেশ।,male,slander,1
2361,কাদের কাওয়া নামে পরিচিত বেগম জিয়া আপোষহীন দেশনেত্রী তিনবারের প্রধানমন্ত্রী। কোথায় বকরীর লাদি আর কোথায় শেখ সাদী।,male,slander,1
2362,কুকুর লীগের বিচার একদিন হবেই,group,slander,1
2363,কুতায় কাদের কাকু। কুতায় বেগম খালেদা জিয়া।হায়রে বাংলাদেশ ।কি আর বলব,ind,slander,1
2364,কুতার লেজ চুনগায় বরলেও সোজা হয়না।,ind,slander,1
2365,কুত্তালিগ এর বাচ্চারা খমতা দেখিয়ে আজ আমার দুকান থিকা জুর করে নিয়ে গেছে এর আগে ও অনেক গোলা নিছে আমারা সাধারণ মানুষ বিপদের মুখে আছি,group,slander,1
2366,কুত্তালীগ মার্কা জানোয়ারের বাচ্চায় এগুলো কি বলে,group,slander,1
2367,কুত্তালীগ শালা কুকুর কত দিন রাজত্ব করবে ফেরাউন ও টিকতে পারে নাই ইনশা আল্লাহ আল্লাহর গজব আসবে,group,slander,1
2368,কুম্ভালিগ।দৈরা।জোতা মার।,group,callToViolence_slander,1
2369,কুলাংগার কোথাকার কোন সভ্যতা নেই বদের হাড্ডি,ind,slander,1
2370,কোথায় কাউয়া কাদের আর কোথায় খালেদা জিয়া। কিসের সাথে কি পান্তা ভাতে ঘি।। হা হা হা,male,slander,1
2371,খানকির পোলায় মরণের দুয়ার থেকে ফিরে আসছে। এখনও কোন পরিবর্তন নাই। সেই রাম রাম,male,slander,1
2372,খানকীর পোলার গো নাটক দেখলে আমার ধন কাড়ায় যায়,male,slander,1
2373,খালেদা জিয়ার সাথে কাউয়ার তুলনা হবে না ইতি হলো একটা মাগি ইতিরে শেপুদার কাচে পাটাই দেন,female,gender,1
2374,ঘাটে মাঠে এগুলো না করে বাসায় গিয়ে চা বানিয়ে খা পাগলের দল ছাগল গুলো।,ind,slander,1
2375,চুতিয়া থুড়ি মতিয়া চৌধুরী হাসিনার বাপের চামড়া দিয়ে ডুগডুগি বাজানোর আশা নিয়ে এসেছিলো তাতো পূর্ণ হয়েছে এখন কি হাসিনার চামড়া দিয়ে ডুগডুগি বাজানোর পরে মরবে?,male,slander,1
2376,চুদির ভাই গ কি জিনে কুতকুতানাকি।,male,slander,1
2377,চোরের মা খালেদা জিয়া হাওয়া ভবন খালেদা জিয়া অষ্টম শ্রেণি পাশ খারেদা জিয়া গোলপি বেগম জিয়া,female,slander,1
2378,চোরের মার বড় গলা সে কথাটা চোট বেলা থেকেই সুনে আসছি বাস্তবে তাই চোরের মা বড় গলায় কথা বলে এই কারনে ছেলে যদি চুরি না করে তাহলে ভাত জুটবেনা বিলাশিতা করতে পারবেনা তাই অপু উকিলকে বলছি দল করেন ভালয় কথা তবে নেয়ায়কে নেয়ায় বলেন অন্যায়কে পরি হার করুন শিক্ষিত মানুষ হয়ে যদি সু শিক্ষার আলো ছাড়াতে না পারেন তাহলে সারা জীবন টাই অনদয় কারের গুরে কাটাবেন,ind,slander,1
2379,ছাগলের সাথে বাংলাদেশের সবছেয়ে জনপ্রিয় নেত্রী সাবেক সফল প্রধানমন্ত্রীর সাথে তুলনা করে যারা তারা মনে হয় গাধার ঔরশজাত,ind,slander,1
2380,ছাত্র লিগ না বলে কুত্তা লীগ বলেন,group,slander,1
2381,ছাত্রলীগ নামে কুক্তার বাচ্চাদের যেখানে পাবেন কুক্তার মত পিটিয়ে মারবেন,group,callToViolence_slander,1
2382,ছাত্রলীগের মাইরে বাপ। বেয়াদব পোলাপাইন,group,slander,1
2383,জন গণ বালের লীগকে চাই না,group,slander,1
2384,জুতা পারেন খুনি লিগ কে এরা বর বর কতা আর খুন করা চারা আর কিছু না,group,callToViolence_slander,1
2385,টিছার নামের -- মাদারচোদ,ind,slander,1
2386,ডাইটা মাগী চামচামী আর কত করবি একদিন ইনডিয়ানেরাও তোদের বাচাতে পারবেনা।নির্লজ্জ বেলাহেজ ভোটচোর,male,gender,1
2387,তুর জামাতের মারে ছুদি। বিএপির সবাই হিজড়া,ind,callToViolence_gender,1
2388,তোই নিজেই তো একটা নাস্তিক কুত্তার বাচ্চা নিউজ করার আর জায়গা পাস না জিনিস খুঁজে পাস না বিনা ভোটে সরকার মানে কি????,ind,religion_slander,1
2389,দুদ গুল দাএ কেতে,female,gender,1
2390,দোর চোরের বাচছারা,group,slander,1
2391,পৃথিবীতে কেঁউ সারাজীবন থাকেন না আর এভাবেই কোনো একদিন নাস্তিক এর বাচ্চারা বিদায় নিবে??,group,religion,1
2392,বাঞ্চদ সাংবাদিক কথা চাবাই অস্থি লাগে।,ind,slander,1
2393,বাংলাদেশ মানুষ পসুর সমান,group,slander,1
2394,বাংলাদেশের খালেদার পরে য় খাংকি থাকলে সেটা হল ফারহানা রুমি,female,slander,1
2395,বাংলাদেশের তিন তিনবারের প্রধানমন্ত্রী দেশনেত্রী বেগম খালেদা জিয়া তার সাথে ওই চোর ওবায়দুল কাদের এর তুলনা দেওয়া ঠিক বলে আমি মনে করি না বাংলাদেশের এই শেখ হাসিনা সরকার আসার পরে দেশে ধর্ষণ প্রতি প্রতিদিন ধর্ষণ আসলে শেখ হাসিনা সরকারের দোষ না দোষ হলো শেখ হাসিনা সরকারের যেগুলো নেতা আছে সেই নেতাদের আবার কিছু কুত্তা সেই কুত্তারা এগুলা করে শেখ হাসিনার দোষ নয় শেখ হাসিনা একটা মানুষ কি করবে সে শেখ হাসিনার দোষ নয় এটা হল তার কুত্তা গুলা আছে এই কুত্তা গুলার দোষ,ind,slander,1
2396,বিএনপি হচ্চে জংগি পাকিস্তানি প্রোডাক্সসন,group,slander,1
